task,start_ns,duration_ns
prepare_kernel_input,237334632,326296
construct_combined_index_npu,237694341,2002028
npu_kernel_run,237886874,402610
read_kernel_output,238289774,462733
automaton,239317614,1971260
construct_escape_carry_index,239321902,8246
prepare_kernel_input,239330218,333219
construct_combined_index_npu,239696559,1981520
npu_kernel_run,239889343,402089
read_kernel_output,240291702,467563
automaton,241289004,1979105
construct_escape_carry_index,241293343,8596
prepare_kernel_input,241302009,342917
construct_combined_index_npu,241678229,1972262
npu_kernel_run,241871253,435743
read_kernel_output,242307296,469516
automaton,243268240,2020022
construct_escape_carry_index,243272488,9007
prepare_kernel_input,243281575,334772
construct_combined_index_npu,243650681,2014382
npu_kernel_run,243842323,404854
read_kernel_output,244247468,469295
automaton,245288352,1995025
construct_escape_carry_index,245292951,7955
prepare_kernel_input,245300976,330764
construct_combined_index_npu,245665203,1996648
npu_kernel_run,245858248,433417
read_kernel_output,246291956,467763
automaton,247283467,2015995
construct_escape_carry_index,247287825,8867
prepare_kernel_input,247296762,331706
construct_combined_index_npu,247662092,2007829
npu_kernel_run,247854325,429981
read_kernel_output,248284617,469666
automaton,249299602,2004744
construct_escape_carry_index,249303920,9087
prepare_kernel_input,249313078,323570
construct_combined_index_npu,249670061,1998772
npu_kernel_run,249862084,435011
read_kernel_output,250297395,468004
automaton,251304476,1994243
construct_escape_carry_index,251308734,9498
prepare_kernel_input,251318312,317429
construct_combined_index_npu,251669024,1996047
npu_kernel_run,251862028,432256
read_kernel_output,252294574,466571
automaton,253298850,1999102
construct_escape_carry_index,253303398,9117
prepare_kernel_input,253312596,319182
construct_combined_index_npu,253665211,1125765
npu_kernel_run,253857965,433708
read_kernel_output,254291954,464416
read_kernel_output,254791166,101992
automaton,255298083,2013810
automaton,257312023,19247
